;ADS_Index
1993:02:11;-0.120955
1993:02:12;-0.132929
1993:02:13;-0.146465
1993:02:14;-0.161566
1993:02:15;-0.176985
1993:02:16;-0.192728
1993:02:17;-0.2088
1993:02:18;-0.225207
1993:02:19;-0.241957
1993:02:20;-0.259055
1993:02:21;-0.276509
1993:02:22;-0.295163
1993:02:23;-0.315023
1993:02:24;-0.336098
1993:02:25;-0.358397
1993:02:26;-0.381927
1993:02:27;-0.406697
1993:02:28;-0.432719
1993:03:01;-0.460865
1993:03:02;-0.48699
1993:03:03;-0.511104
1993:03:04;-0.533216
1993:03:05;-0.553335
1993:03:06;-0.571469
1993:03:07;-0.587624
1993:03:08;-0.601831
1993:03:09;-0.614094
1993:03:10;-0.624417
1993:03:11;-0.632806
1993:03:12;-0.639264
1993:03:13;-0.643792
1993:03:14;-0.646393
1993:03:15;-0.647079
1993:03:16;-0.645851
1993:03:17;-0.642708
1993:03:18;-0.637648
1993:03:19;-0.63067
1993:03:20;-0.621772
1993:03:21;-0.610949
1993:03:22;-0.596572
1993:03:23;-0.578634
1993:03:24;-0.557129
1993:03:25;-0.532048
1993:03:26;-0.503382
1993:03:27;-0.471119
1993:03:28;-0.435248
1993:03:29;-0.397001
1993:03:30;-0.356364
1993:03:31;-0.313322
1993:04:01;-0.267857
1993:04:02;-0.224608
1993:04:03;-0.183557
1993:04:04;-0.14469
1993:04:05;-0.108458
1993:04:06;-0.0748456
1993:04:07;-0.0438412
1993:04:08;-0.0154323
1993:04:09;0.0103924
1993:04:10;0.0336427
1993:04:11;0.0543279
1993:04:12;0.0729107
1993:04:13;0.0893982
1993:04:14;0.103797
1993:04:15;0.116113
1993:04:16;0.12635
1993:04:17;0.134513
1993:04:18;0.140605
1993:04:19;0.144676
1993:04:20;0.146728
1993:04:21;0.146761
1993:04:22;0.144776
1993:04:23;0.140771
1993:04:24;0.134746
1993:04:25;0.126697
1993:04:26;0.116343
1993:04:27;0.10368
1993:04:28;0.0887023
1993:04:29;0.0714048
1993:04:30;0.0517805
1993:05:01;0.0298217
1993:05:02;0.00867642
1993:05:03;-0.0115519
1993:05:04;-0.0308712
1993:05:05;-0.0492888
1993:05:06;-0.0668122
1993:05:07;-0.0834479
1993:05:08;-0.0992027
1993:05:09;-0.114083
1993:05:10;-0.127658
1993:05:11;-0.139935
1993:05:12;-0.150919
1993:05:13;-0.160612
1993:05:14;-0.16902
1993:05:15;-0.176145
1993:05:16;-0.181991
1993:05:17;-0.186963
1993:05:18;-0.191064
1993:05:19;-0.194296
1993:05:20;-0.196659
1993:05:21;-0.198155
1993:05:22;-0.198784
1993:05:23;-0.198546
1993:05:24;-0.196993
1993:05:25;-0.194125
1993:05:26;-0.18994
1993:05:27;-0.184436
1993:05:28;-0.177611
1993:05:29;-0.169463
1993:05:30;-0.159989
1993:05:31;-0.149756
1993:06:01;-0.138761
1993:06:02;-0.128334
1993:06:03;-0.118472
1993:06:04;-0.109169
1993:06:05;-0.100423
1993:06:06;-0.0922308
1993:06:07;-0.0843175
1993:06:08;-0.0766804
1993:06:09;-0.0693166
1993:06:10;-0.0622231
1993:06:11;-0.0553972
1993:06:12;-0.0488362
1993:06:13;-0.0425376
1993:06:14;-0.0364034
1993:06:15;-0.0304311
1993:06:16;-0.0246185
1993:06:17;-0.0189633
1993:06:18;-0.0134632
1993:06:19;-0.00811622
1993:06:20;-0.00292013
1993:06:21;0.00181737
1993:06:22;0.00609815
1993:06:23;0.00992388
1993:06:24;0.013296
1993:06:25;0.0162159
1993:06:26;0.0186847
1993:06:27;0.0207034
1993:06:28;0.0222233
1993:06:29;0.0232449
1993:06:30;0.0237688
1993:07:01;0.0237951
1993:07:02;0.0230347
1993:07:03;0.0214873
1993:07:04;0.0191523
1993:07:05;0.0153871
1993:07:06;0.0101904
1993:07:07;0.0035601
1993:07:08;-0.0045064
1993:07:09;-0.0140122
1993:07:10;-0.0249611
1993:07:11;-0.0373573
1993:07:12;-0.0493868
1993:07:13;-0.0610543
1993:07:14;-0.0723645
1993:07:15;-0.0833216
1993:07:16;-0.0939301
1993:07:17;-0.104194
1993:07:18;-0.114117
1993:07:19;-0.121021
1993:07:20;-0.124909
1993:07:21;-0.125783
1993:07:22;-0.123641
1993:07:23;-0.118485
1993:07:24;-0.110311
1993:07:25;-0.0991164
1993:07:26;-0.0910743
1993:07:27;-0.0861814
1993:07:28;-0.0844358
1993:07:29;-0.0858368
1993:07:30;-0.0903849
1993:07:31;-0.0980819
1993:08:01;-0.108931
1993:08:02;-0.118985
1993:08:03;-0.128247
1993:08:04;-0.136722
1993:08:05;-0.144413
1993:08:06;-0.151322
1993:08:07;-0.157453
1993:08:08;-0.162808
1993:08:09;-0.167269
1993:08:10;-0.170838
1993:08:11;-0.173517
1993:08:12;-0.175307
1993:08:13;-0.176208
1993:08:14;-0.176221
1993:08:15;-0.175345
1993:08:16;-0.173137
1993:08:17;-0.169595
1993:08:18;-0.164717
1993:08:19;-0.158503
1993:08:20;-0.150949
1993:08:21;-0.142052
1993:08:22;-0.13181
1993:08:23;-0.120567
1993:08:24;-0.10832
1993:08:25;-0.0950625
1993:08:26;-0.0807907
1993:08:27;-0.0654985
1993:08:28;-0.0491802
1993:08:29;-0.0318291
1993:08:30;-0.0133403
1993:08:31;0.0062935
1993:09:01;0.02708
1993:09:02;0.0469988
1993:09:03;0.0660576
1993:09:04;0.0842639
1993:09:05;0.101625
1993:09:06;0.118248
1993:09:07;0.13414
1993:09:08;0.149307
1993:09:09;0.163755
1993:09:10;0.17749
1993:09:11;0.190516
1993:09:12;0.20284
1993:09:13;0.215106
1993:09:14;0.227321
1993:09:15;0.239489
1993:09:16;0.251614
1993:09:17;0.263702
1993:09:18;0.275757
1993:09:19;0.287783
1993:09:20;0.299089
1993:09:21;0.309677
1993:09:22;0.319552
1993:09:23;0.328719
1993:09:24;0.33718
1993:09:25;0.344939
1993:09:26;0.351999
1993:09:27;0.358049
1993:09:28;0.363091
1993:09:29;0.367127
1993:09:30;0.370159
1993:10:01;0.372187
1993:10:02;0.37346
1993:10:03;0.373978
1993:10:04;0.375175
1993:10:05;0.377052
1993:10:06;0.37961
1993:10:07;0.38285
1993:10:08;0.386773
1993:10:09;0.39138
1993:10:10;0.396674
1993:10:11;0.401873
1993:10:12;0.40698
1993:10:13;0.411996
1993:10:14;0.416923
1993:10:15;0.421764
1993:10:16;0.42652
1993:10:17;0.431192
1993:10:18;0.435386
1993:10:19;0.439102
1993:10:20;0.442341
1993:10:21;0.445106
1993:10:22;0.447397
1993:10:23;0.449215
1993:10:24;0.45056
1993:10:25;0.451384
1993:10:26;0.451687
1993:10:27;0.451468
1993:10:28;0.450729
1993:10:29;0.449467
1993:10:30;0.447683
1993:10:31;0.445377
1993:11:01;0.4429
1993:11:02;0.441604
1993:11:03;0.441489
1993:11:04;0.442555
1993:11:05;0.444801
1993:11:06;0.448229
1993:11:07;0.452841
1993:11:08;0.458146
1993:11:09;0.464148
1993:11:10;0.470848
1993:11:11;0.478249
1993:11:12;0.486354
1993:11:13;0.495167
1993:11:14;0.50469
1993:11:15;0.515105
1993:11:16;0.526417
1993:11:17;0.538629
1993:11:18;0.551747
1993:11:19;0.565776
1993:11:20;0.580721
1993:11:21;0.596587
1993:11:22;0.613661
1993:11:23;0.631947
1993:11:24;0.651453
1993:11:25;0.672187
1993:11:26;0.694158
1993:11:27;0.717372
1993:11:28;0.74184
1993:11:29;0.767547
1993:11:30;0.794502
1993:12:01;0.822716
1993:12:02;0.848455
1993:12:03;0.871729
1993:12:04;0.892547
1993:12:05;0.910917
1993:12:06;0.926725
1993:12:07;0.939978
1993:12:08;0.950681
1993:12:09;0.958837
1993:12:10;0.964451
1993:12:11;0.967525
1993:12:12;0.968058
1993:12:13;0.96605
1993:12:14;0.961498
1993:12:15;0.954402
1993:12:16;0.944758
1993:12:17;0.932562
1993:12:18;0.917811
1993:12:19;0.900497
1993:12:20;0.87888
1993:12:21;0.852952
1993:12:22;0.822701
1993:12:23;0.788117
1993:12:24;0.749185
1993:12:25;0.705892
1993:12:26;0.658219
1993:12:27;0.610217
1993:12:28;0.561868
1993:12:29;0.513154
1993:12:30;0.464054
1993:12:31;0.414551
1994:01:01;0.364623
1994:01:02;0.318769
1994:01:03;0.27478
1994:01:04;0.232639
1994:01:05;0.19233
1994:01:06;0.153838
1994:01:07;0.117146
1994:01:08;0.0822421
1994:01:09;0.0491111
1994:01:10;0.0181674
1994:01:11;-0.010601
1994:01:12;-0.0372054
1994:01:13;-0.0616561
1994:01:14;-0.0839627
1994:01:15;-0.104134
1994:01:16;-0.122177
1994:01:17;-0.138824
1994:01:18;-0.15408
1994:01:19;-0.167952
1994:01:20;-0.180445
1994:01:21;-0.191564
1994:01:22;-0.201313
1994:01:23;-0.209695
1994:01:24;-0.214061
1994:01:25;-0.214412
1994:01:26;-0.210748
1994:01:27;-0.203067
1994:01:28;-0.191366
1994:01:29;-0.175642
1994:01:30;-0.155887
1994:01:31;-0.136532
1994:02:01;-0.117569
1994:02:02;-0.099232
1994:02:03;-0.0815141
1994:02:04;-0.0644083
1994:02:05;-0.047908
1994:02:06;-0.0320067
1994:02:07;-0.0150211
1994:02:08;0.00305546
1994:02:09;0.02223
1994:02:10;0.04251
1994:02:11;0.0639033
1994:02:12;0.0864184
1994:02:13;0.110064
1994:02:14;0.135086
1994:02:15;0.161495
1994:02:16;0.189301
1994:02:17;0.218515
1994:02:18;0.249148
1994:02:19;0.281211
1994:02:20;0.314719
1994:02:21;0.348669
1994:02:22;0.383075
1994:02:23;0.41795
1994:02:24;0.453308
1994:02:25;0.489163
1994:02:26;0.525529
1994:02:27;0.562419
1994:02:28;0.601927
1994:03:01;0.644067
1994:03:02;0.684797
1994:03:03;0.724131
1994:03:04;0.762086
1994:03:05;0.798675
1994:03:06;0.833914
1994:03:07;0.866605
1994:03:08;0.896759
1994:03:09;0.92439
1994:03:10;0.949508
1994:03:11;0.972122
1994:03:12;0.992242
1994:03:13;1.00988
1994:03:14;1.02494
1994:03:15;1.03746
1994:03:16;1.04741
1994:03:17;1.05482
1994:03:18;1.05968
1994:03:19;1.062
1994:03:20;1.06178
1994:03:21;1.05895
1994:03:22;1.05352
1994:03:23;1.0455
1994:03:24;1.03486
1994:03:25;1.02162
1994:03:26;1.00576
1994:03:27;0.987274
1994:03:28;0.967492
1994:03:29;0.946402
1994:03:30;0.923996
1994:03:31;0.900266
1994:04:01;0.875201
1994:04:02;0.851535
1994:04:03;0.82926
1994:04:04;0.807784
1994:04:05;0.7871
1994:04:06;0.7672
1994:04:07;0.748075
1994:04:08;0.729719
1994:04:09;0.712123
1994:04:10;0.695282
1994:04:11;0.679093
1994:04:12;0.663549
1994:04:13;0.648645
1994:04:14;0.634374
1994:04:15;0.620731
1994:04:16;0.60771
1994:04:17;0.595307
1994:04:18;0.582248
1994:04:19;0.568527
1994:04:20;0.554138
1994:04:21;0.539077
1994:04:22;0.523337
1994:04:23;0.506913
1994:04:24;0.489797
1994:04:25;0.473569
1994:04:26;0.458222
1994:04:27;0.443751
1994:04:28;0.430149
1994:04:29;0.417412
1994:04:30;0.405534
1994:05:01;0.39451
1994:05:02;0.385307
1994:05:03;0.377919
1994:05:04;0.372345
1994:05:05;0.368582
1994:05:06;0.366628
1994:05:07;0.366483
1994:05:08;0.368146
1994:05:09;0.369935
1994:05:10;0.371851
1994:05:11;0.373893
1994:05:12;0.376063
1994:05:13;0.378362
1994:05:14;0.38079
1994:05:15;0.383348
1994:05:16;0.386389
1994:05:17;0.389913
1994:05:18;0.393922
1994:05:19;0.398416
1994:05:20;0.403399
1994:05:21;0.408872
1994:05:22;0.414836
1994:05:23;0.421026
1994:05:24;0.427442
1994:05:25;0.434088
1994:05:26;0.440966
1994:05:27;0.448079
1994:05:28;0.455429
1994:05:29;0.46302
1994:05:30;0.471121
1994:05:31;0.479735
1994:06:01;0.488866
1994:06:02;0.496926
1994:06:03;0.503919
1994:06:04;0.509848
1994:06:05;0.514715
1994:06:06;0.518341
1994:06:07;0.520728
1994:06:08;0.521877
1994:06:09;0.521789
1994:06:10;0.520462
1994:06:11;0.517898
1994:06:12;0.514094
1994:06:13;0.509264
1994:06:14;0.503406
1994:06:15;0.496517
1994:06:16;0.488596
1994:06:17;0.479638
1994:06:18;0.469641
1994:06:19;0.4586
1994:06:20;0.446817
1994:06:21;0.434286
1994:06:22;0.421002
1994:06:23;0.406961
1994:06:24;0.392156
1994:06:25;0.376583
1994:06:26;0.360235
1994:06:27;0.342556
1994:06:28;0.323538
1994:06:29;0.303176
1994:06:30;0.28146
1994:07:01;0.258383
1994:07:02;0.236621
1994:07:03;0.216168
1994:07:04;0.197623
1994:07:05;0.180978
1994:07:06;0.166229
1994:07:07;0.153368
1994:07:08;0.142391
1994:07:09;0.133293
1994:07:10;0.126071
1994:07:11;0.121222
1994:07:12;0.118743
1994:07:13;0.118634
1994:07:14;0.120894
1994:07:15;0.125525
1994:07:16;0.132527
1994:07:17;0.141905
1994:07:18;0.152244
1994:07:19;0.163549
1994:07:20;0.175824
1994:07:21;0.189074
1994:07:22;0.203304
1994:07:23;0.218519
1994:07:24;0.234726
1994:07:25;0.251973
1994:07:26;0.270266
1994:07:27;0.289613
1994:07:28;0.310022
1994:07:29;0.331499
1994:07:30;0.354054
1994:07:31;0.377696
1994:08:01;0.403293
1994:08:02;0.427681
1994:08:03;0.450868
1994:08:04;0.472863
1994:08:05;0.493676
1994:08:06;0.513313
1994:08:07;0.531783
1994:08:08;0.548709
1994:08:09;0.564097
1994:08:10;0.577952
1994:08:11;0.590282
1994:08:12;0.601089
1994:08:13;0.61038
1994:08:14;0.618156
1994:08:15;0.62438
1994:08:16;0.629052
1994:08:17;0.632176
1994:08:18;0.633752
1994:08:19;0.633781
1994:08:20;0.632263
1994:08:21;0.629198
1994:08:22;0.625209
1994:08:23;0.620295
1994:08:24;0.614454
1994:08:25;0.607684
1994:08:26;0.599982
1994:08:27;0.591345
1994:08:28;0.58177
1994:08:29;0.570714
1994:08:30;0.558175
1994:08:31;0.544146
1994:09:01;0.528622
1994:09:02;0.513963
1994:09:03;0.500165
1994:09:04;0.48722
1994:09:05;0.474841
1994:09:06;0.463022
1994:09:07;0.451759
1994:09:08;0.441048
1994:09:09;0.430885
1994:09:10;0.421265
1994:09:11;0.412184
1994:09:12;0.403759
1994:09:13;0.395985
1994:09:14;0.38886
1994:09:15;0.38238
1994:09:16;0.376544
1994:09:17;0.371349
1994:09:18;0.366792
1994:09:19;0.363044
1994:09:20;0.360103
1994:09:21;0.357967
1994:09:22;0.356637
1994:09:23;0.35611
1994:09:24;0.356388
1994:09:25;0.35747
1994:09:26;0.359627
1994:09:27;0.362861
1994:09:28;0.367172
1994:09:29;0.372562
1994:09:30;0.379034
1994:10:01;0.38659
1994:10:02;0.394323
1994:10:03;0.40252
1994:10:04;0.411184
1994:10:05;0.420318
1994:10:06;0.429925
1994:10:07;0.44001
1994:10:08;0.450576
1994:10:09;0.461627
1994:10:10;0.472423
1994:10:11;0.482966
1994:10:12;0.493261
1994:10:13;0.503312
1994:10:14;0.513123
1994:10:15;0.522698
1994:10:16;0.53204
1994:10:17;0.541199
1994:10:18;0.550179
1994:10:19;0.558983
1994:10:20;0.567614
1994:10:21;0.576076
1994:10:22;0.584373
1994:10:23;0.592506
1994:10:24;0.600752
1994:10:25;0.609114
1994:10:26;0.617594
1994:10:27;0.626197
1994:10:28;0.634925
1994:10:29;0.643783
1994:10:30;0.652773
1994:10:31;0.661726
1994:11:01;0.670646
1994:11:02;0.679165
1994:11:03;0.687286
1994:11:04;0.695011
1994:11:05;0.702343
1994:11:06;0.709287
1994:11:07;0.716026
1994:11:08;0.722565
1994:11:09;0.728904
1994:11:10;0.735048
1994:11:11;0.740998
1994:11:12;0.746756
1994:11:13;0.752325
1994:11:14;0.757533
1994:11:15;0.76238
1994:11:16;0.766869
1994:11:17;0.771002
1994:11:18;0.77478
1994:11:19;0.778205
1994:11:20;0.781278
1994:11:21;0.78427
1994:11:22;0.787183
1994:11:23;0.790018
1994:11:24;0.792775
1994:11:25;0.795457
1994:11:26;0.798063
1994:11:27;0.800595
1994:11:28;0.802698
1994:11:29;0.804373
1994:11:30;0.805621
1994:12:01;0.806442
1994:12:02;0.806476
1994:12:03;0.805722
1994:12:04;0.804182
1994:12:05;0.802298
1994:12:06;0.800071
1994:12:07;0.797499
1994:12:08;0.794581
1994:12:09;0.791316
1994:12:10;0.787703
1994:12:11;0.78374
1994:12:12;0.779248
1994:12:13;0.774225
1994:12:14;0.768669
1994:12:15;0.762578
1994:12:16;0.755949
1994:12:17;0.74878
1994:12:18;0.741069
1994:12:19;0.732038
1994:12:20;0.721684
1994:12:21;0.710004
1994:12:22;0.696992
1994:12:23;0.682645
1994:12:24;0.666955
1994:12:25;0.649917
1994:12:26;0.63244
1994:12:27;0.614518
1994:12:28;0.596143
1994:12:29;0.577309
1994:12:30;0.558008
1994:12:31;0.538232
1995:01:01;0.517974
1995:01:02;0.498331
1995:01:03;0.479297
1995:01:04;0.460863
1995:01:05;0.443023
1995:01:06;0.425769
1995:01:07;0.409094
1995:01:08;0.392993
1995:01:09;0.377016
1995:01:10;0.361157
1995:01:11;0.34541
1995:01:12;0.329768
1995:01:13;0.314226
1995:01:14;0.298777
1995:01:15;0.283416
1995:01:16;0.266733
1995:01:17;0.248723
1995:01:18;0.229378
1995:01:19;0.20869
1995:01:20;0.186653
1995:01:21;0.163256
1995:01:22;0.138491
1995:01:23;0.113251
1995:01:24;0.0875254
1995:01:25;0.0613052
1995:01:26;0.0345797
1995:01:27;0.0073386
1995:01:28;-0.0204289
1995:01:29;-0.0487335
1995:01:30;-0.0775652
1995:01:31;-0.106935
1995:02:01;-0.136855
1995:02:02;-0.165488
1995:02:03;-0.192844
1995:02:04;-0.218935
1995:02:05;-0.243771
1995:02:06;-0.266297
1995:02:07;-0.286522
1995:02:08;-0.304454
1995:02:09;-0.3201
1995:02:10;-0.333465
1995:02:11;-0.344557
1995:02:12;-0.353377
1995:02:13;-0.36122
1995:02:14;-0.368089
1995:02:15;-0.373986
1995:02:16;-0.378913
1995:02:17;-0.382872
1995:02:18;-0.385865
1995:02:19;-0.387893
1995:02:20;-0.389055
1995:02:21;-0.389352
1995:02:22;-0.388782
1995:02:23;-0.387347
1995:02:24;-0.385045
1995:02:25;-0.381875
1995:02:26;-0.377837
1995:02:27;-0.372483
1995:02:28;-0.365809
1995:03:01;-0.357814
1995:03:02;-0.350467
1995:03:03;-0.343764
1995:03:04;-0.337704
1995:03:05;-0.332284
1995:03:06;-0.327268
1995:03:07;-0.322654
1995:03:08;-0.31844
1995:03:09;-0.314625
1995:03:10;-0.311208
1995:03:11;-0.308186
1995:03:12;-0.305558
1995:03:13;-0.303855
1995:03:14;-0.303075
1995:03:15;-0.303219
1995:03:16;-0.304286
1995:03:17;-0.306277
1995:03:18;-0.309193
1995:03:19;-0.313034
1995:03:20;-0.318126
1995:03:21;-0.324472
1995:03:22;-0.332073
1995:03:23;-0.340934
1995:03:24;-0.351056
1995:03:25;-0.362445
1995:03:26;-0.375104
1995:03:27;-0.388429
1995:03:28;-0.402426
1995:03:29;-0.4171
1995:03:30;-0.432457
1995:03:31;-0.448502
1995:04:01;-0.465242
1995:04:02;-0.480985
1995:04:03;-0.495339
1995:04:04;-0.50831
1995:04:05;-0.519902
1995:04:06;-0.53012
1995:04:07;-0.538968
1995:04:08;-0.54645
1995:04:09;-0.552569
1995:04:10;-0.557497
1995:04:11;-0.561239
1995:04:12;-0.563794
1995:04:13;-0.565164
1995:04:14;-0.565349
1995:04:15;-0.56435
1995:04:16;-0.562166
1995:04:17;-0.559417
1995:04:18;-0.556103
1995:04:19;-0.552223
1995:04:20;-0.547774
1995:04:21;-0.542754
1995:04:22;-0.537163
1995:04:23;-0.530998
1995:04:24;-0.523265
1995:04:25;-0.513959
1995:04:26;-0.503079
1995:04:27;-0.490618
1995:04:28;-0.476574
1995:04:29;-0.46094
1995:04:30;-0.44371
1995:05:01;-0.425613
1995:05:02;-0.407649
1995:05:03;-0.389813
1995:05:04;-0.372097
1995:05:05;-0.354494
1995:05:06;-0.336998
1995:05:07;-0.3196
1995:05:08;-0.302147
1995:05:09;-0.284631
1995:05:10;-0.267045
1995:05:11;-0.249383
1995:05:12;-0.231637
1995:05:13;-0.213801
1995:05:14;-0.195868
1995:05:15;-0.177406
1995:05:16;-0.15841
1995:05:17;-0.138871
1995:05:18;-0.118781
1995:05:19;-0.0981336
1995:05:20;-0.0769199
1995:05:21;-0.0551318
1995:05:22;-0.0333626
1995:05:23;-0.0116036
1995:05:24;0.0101534
1995:05:25;0.0319172
1995:05:26;0.0536961
1995:05:27;0.0754986
1995:05:28;0.0973332
1995:05:29;0.118816
1995:05:30;0.139956
1995:05:31;0.16076
1995:06:01;0.181238
1995:06:02;0.199017
1995:06:03;0.214105
1995:06:04;0.226507
1995:06:05;0.236993
1995:06:06;0.245566
1995:06:07;0.25223
1995:06:08;0.256987
1995:06:09;0.25984
1995:06:10;0.260788
1995:06:11;0.259833
1995:06:12;0.257251
1995:06:13;0.25304
1995:06:14;0.247199
1995:06:15;0.239725
1995:06:16;0.230616
1995:06:17;0.219868
1995:06:18;0.207477
1995:06:19;0.19204
1995:06:20;0.173551
1995:06:21;0.152003
1995:06:22;0.127387
1995:06:23;0.0996945
1995:06:24;0.0689138
1995:06:25;0.0350331
1995:06:26;-0.00124395
1995:06:27;-0.0399315
1995:06:28;-0.0810448
1995:06:29;-0.1246
1995:06:30;-0.170613
1995:07:01;-0.219103
1995:07:02;-0.264168
1995:07:03;-0.304957
1995:07:04;-0.341486
1995:07:05;-0.373771
1995:07:06;-0.401824
1995:07:07;-0.425655
1995:07:08;-0.445274
1995:07:09;-0.460689
1995:07:10;-0.471898
1995:07:11;-0.478906
1995:07:12;-0.481715
1995:07:13;-0.480326
1995:07:14;-0.47474
1995:07:15;-0.464953
1995:07:16;-0.450962
1995:07:17;-0.433453
1995:07:18;-0.412419
1995:07:19;-0.387852
1995:07:20;-0.359742
1995:07:21;-0.328079
1995:07:22;-0.29285
1995:07:23;-0.254041
1995:07:24;-0.213411
1995:07:25;-0.170945
1995:07:26;-0.126625
1995:07:27;-0.0804357
1995:07:28;-0.0323577
1995:07:29;0.0176274
1995:07:30;0.0695392
1995:07:31;0.125154
1995:08:01;0.184495
1995:08:02;0.240861
1995:08:03;0.294276
1995:08:04;0.344759
1995:08:05;0.39233
1995:08:06;0.437009
1995:08:07;0.478939
1995:08:08;0.518136
1995:08:09;0.554617
1995:08:10;0.588394
1995:08:11;0.619483
1995:08:12;0.647893
1995:08:13;0.673638
1995:08:14;0.697066
1995:08:15;0.718186
1995:08:16;0.737007
1995:08:17;0.753537
1995:08:18;0.767781
1995:08:19;0.779745
1995:08:20;0.789434
1995:08:21;0.796328
1995:08:22;0.800429
1995:08:23;0.80174
1995:08:24;0.800261
1995:08:25;0.79599
1995:08:26;0.788928
1995:08:27;0.77907
1995:08:28;0.766356
1995:08:29;0.750781
1995:08:30;0.73234
1995:08:31;0.711024
1995:09:01;0.686826
1995:09:02;0.662492
1995:09:03;0.638013
1995:09:04;0.614259
1995:09:05;0.591221
1995:09:06;0.568889
1995:09:07;0.547256
1995:09:08;0.526312
1995:09:09;0.506049
1995:09:10;0.48646
1995:09:11;0.467042
1995:09:12;0.447788
1995:09:13;0.428691
1995:09:14;0.409743
1995:09:15;0.390936
1995:09:16;0.372264
1995:09:17;0.353719
1995:09:18;0.334019
1995:09:19;0.313156
1995:09:20;0.291123
1995:09:21;0.267911
1995:09:22;0.243511
1995:09:23;0.217913
1995:09:24;0.191107
1995:09:25;0.164164
1995:09:26;0.137073
1995:09:27;0.109823
1995:09:28;0.0824033
1995:09:29;0.0548039
1995:09:30;0.0270136
1995:10:01;-0.000978208
1995:10:02;-0.0268369
1995:10:03;-0.0505724
1995:10:04;-0.0721941
1995:10:05;-0.0917104
1995:10:06;-0.109129
1995:10:07;-0.124456
1995:10:08;-0.137699
1995:10:09;-0.149934
1995:10:10;-0.161168
1995:10:11;-0.171403
1995:10:12;-0.180645
1995:10:13;-0.188897
1995:10:14;-0.196162
1995:10:15;-0.202442
1995:10:16;-0.207662
1995:10:17;-0.211822
1995:10:18;-0.214926
1995:10:19;-0.216973
1995:10:20;-0.217965
1995:10:21;-0.217901
1995:10:22;-0.216783
1995:10:23;-0.21398
1995:10:24;-0.20949
1995:10:25;-0.203312
1995:10:26;-0.195443
1995:10:27;-0.185881
1995:10:28;-0.174621
1995:10:29;-0.161659
1995:10:30;-0.147329
1995:10:31;-0.131624
1995:11:01;-0.114539
1995:11:02;-0.0978101
1995:11:03;-0.0814305
1995:11:04;-0.0653939
1995:11:05;-0.0496941
1995:11:06;-0.034896
1995:11:07;-0.0209939
1995:11:08;-0.00798223
1995:11:09;0.00414394
1995:11:10;0.0153894
1995:11:11;0.0257585
1995:11:12;0.0352553
1995:11:13;0.0447381
1995:11:14;0.0542105
1995:11:15;0.0636762
1995:11:16;0.073139
1995:11:17;0.0826024
1995:11:18;0.0920703
1995:11:19;0.101546
1995:11:20;0.110646
1995:11:21;0.119372
1995:11:22;0.127729
1995:11:23;0.13572
1995:11:24;0.143348
1995:11:25;0.150615
1995:11:26;0.157525
1995:11:27;0.163815
1995:11:28;0.169487
1995:11:29;0.174544
1995:11:30;0.178988
1995:12:01;0.182819
1995:12:02;0.185146
1995:12:03;0.185967
1995:12:04;0.184329
1995:12:05;0.180231
1995:12:06;0.173671
1995:12:07;0.164646
1995:12:08;0.153153
1995:12:09;0.139187
1995:12:10;0.122744
1995:12:11;0.106211
1995:12:12;0.0895816
1995:12:13;0.0728495
1995:12:14;0.0560082
1995:12:15;0.0390512
1995:12:16;0.0219716
1995:12:17;0.00476306
1995:12:18;-0.0137385
1995:12:19;-0.0335402
1995:12:20;-0.0546497
1995:12:21;-0.0770754
1995:12:22;-0.100826
1995:12:23;-0.125911
1995:12:24;-0.152339
1995:12:25;-0.180866
1995:12:26;-0.211501
1995:12:27;-0.244256
1995:12:28;-0.279146
1995:12:29;-0.316182
1995:12:30;-0.355381
1995:12:31;-0.396756
1996:01:01;-0.439604
1996:01:02;-0.478766
1996:01:03;-0.514257
1996:01:04;-0.54609
1996:01:05;-0.574279
1996:01:06;-0.598833
1996:01:07;-0.619763
1996:01:08;-0.638447
1996:01:09;-0.654893
1996:01:10;-0.669106
1996:01:11;-0.681093
1996:01:12;-0.690858
1996:01:13;-0.698404
1996:01:14;-0.703735
1996:01:15;-0.701921
1996:01:16;-0.692959
1996:01:17;-0.676848
1996:01:18;-0.65358
1996:01:19;-0.623147
1996:01:20;-0.585536
1996:01:21;-0.540733
1996:01:22;-0.493558
1996:01:23;-0.443991
1996:01:24;-0.392014
1996:01:25;-0.337607
1996:01:26;-0.280748
1996:01:27;-0.221414
1996:01:28;-0.159584
1996:01:29;-0.0945369
1996:01:30;-0.0262483
1996:01:31;0.0453087
1996:02:01;0.120162
1996:02:02;0.190217
1996:02:03;0.2555
1996:02:04;0.316038
1996:02:05;0.373061
1996:02:06;0.426592
1996:02:07;0.476652
1996:02:08;0.52326
1996:02:09;0.566435
1996:02:10;0.606193
1996:02:11;0.642549
1996:02:12;0.674796
1996:02:13;0.702946
1996:02:14;0.727009
1996:02:15;0.746995
1996:02:16;0.762911
1996:02:17;0.774765
1996:02:18;0.782561
1996:02:19;0.78567
1996:02:20;0.784094
1996:02:21;0.777833
1996:02:22;0.766883
1996:02:23;0.751242
1996:02:24;0.730902
1996:02:25;0.705855
1996:02:26;0.677
1996:02:27;0.644324
1996:02:28;0.607816
1996:02:29;0.56746
1996:03:01;0.523242
1996:03:02;0.481329
1996:03:03;0.441705
1996:03:04;0.403877
